1, 0.128326, 0.694468, 0.139718, 0.146731, 
2, 0.0797453, 2.15641, 0.0966996, 0.0836212, 
4, 0.0452463, 1.82693, 0.0393325, 0.0546042, 
8, 0.0257863, 1.66016, 0.0261404, 0.0386981, 
16, 0.0170609, 1.47183, 0.0256632, 0.0299867, 
32, 0.0132312, 1.29264, 0.0344002, 0.0280238, 
64, 0.0288375, 1.32881, 0.0534695, 0.0387562, 
1, 0.133874, 0.73577, 0.135222, 0.13508, 
2, 0.0878229, 2.02599, 0.0956949, 0.08043, 
4, 0.0454701, 1.8213, 0.0316763, 0.0524034, 
8, 0.0255984, 1.60497, 0.026329, 0.0384153, 
16, 0.0172464, 1.48975, 0.0266597, 0.0298078, 
32, 0.0130905, 1.28817, 0.0344113, 0.0261462, 
64, 0.026061, 1.31133, 0.0364138, 0.0278897, 
1, 0.138126, 0.739347, 0.119817, 0.122447, 
2, 0.0866766, 1.64718, 0.0765124, 0.0791355, 
4, 0.0444712, 1.51553, 0.0244054, 0.0472366, 
8, 0.0258587, 1.68806, 0.023565, 0.039305, 
16, 0.0169773, 1.50793, 0.0270033, 0.0307105, 
32, 0.014088, 1.31871, 0.0297374, 0.0246982, 
64, 0.0300804, 1.31945, 0.0343558, 0.0262873, 
1, 0.131184, 0.678491, 0.111657, 0.11607, 
2, 0.0793063, 2.15294, 0.0917151, 0.0803078, 
4, 0.0485117, 1.91797, 0.0299418, 0.0533602, 
8, 0.0263168, 1.76452, 0.0296828, 0.0388578, 
16, 0.0174936, 1.52542, 0.0234365, 0.0295486, 
32, 0.0139632, 1.29386, 0.0294874, 0.0259017, 
64, 0.0194062, 1.37645, 0.0500767, 0.037964, 
1, 0.130291, 0.727701, 0.133162, 0.134607, 
2, 0.0768109, 1.65379, 0.09048, 0.0797153, 
4, 0.0444998, 1.75883, 0.0301906, 0.0544466, 
8, 0.0250448, 1.65871, 0.025201, 0.0350834, 
16, 0.0166741, 1.49874, 0.0255674, 0.0305495, 
32, 0.0129088, 1.3787, 0.0326062, 0.0254879, 
64, 0.0293246, 1.38757, 0.0446023, 0.0429825, 
1, 0.136935, 0.677186, 0.11339, 0.116991, 
2, 0.0720565, 1.29211, 0.0842272, 0.0783909, 
4, 0.0443446, 1.94735, 0.0435349, 0.0553251, 
8, 0.0253608, 1.5919, 0.0245216, 0.0368844, 
16, 0.016865, 1.46473, 0.0281937, 0.0305781, 
32, 0.013794, 1.28989, 0.0297427, 0.0249826, 
64, 0.0299344, 1.32955, 0.048168, 0.0389557, 
1, 0.135276, 0.729045, 0.137118, 0.141962, 
2, 0.077786, 2.1341, 0.0930726, 0.0830111, 
4, 0.0428573, 1.3854, 0.0435474, 0.0468052, 
8, 0.02572, 1.63786, 0.0360166, 0.0386426, 
16, 0.0171776, 1.44094, 0.02907, 0.0298485, 
32, 0.0129713, 1.28802, 0.0290657, 0.0253308, 
64, 0.0298194, 1.35469, 0.05081, 0.0419574, 
1, 0.13845, 0.699176, 0.136516, 0.145789, 
2, 0.0799886, 1.89445, 0.0733004, 0.0682743, 
4, 0.0431885, 1.62507, 0.0695733, 0.0650784, 
8, 0.0259458, 1.65188, 0.0303949, 0.0396361, 
16, 0.0178764, 1.47211, 0.0251915, 0.030008, 
32, 0.0126395, 1.2939, 0.0287227, 0.025951, 
64, 0.0254908, 1.30342, 0.0423676, 0.0431338, 
1, 0.135499, 0.765771, 0.141186, 0.14365, 
2, 0.0855545, 1.14944, 0.130388, 0.0923251, 
4, 0.0433584, 1.82391, 0.0339049, 0.0557239, 
8, 0.0270447, 1.77368, 0.0369236, 0.042429, 
16, 0.0183894, 1.56017, 0.0335161, 0.0303832, 
32, 0.0129978, 1.29989, 0.0294508, 0.0248542, 
64, 0.0289961, 1.31467, 0.0478238, 0.0373988, 
1, 0.139739, 0.691001, 0.135672, 0.14438, 
2, 0.0854621, 1.80642, 0.0634841, 0.0709965, 
4, 0.0459602, 1.65464, 0.0470996, 0.0542624, 
8, 0.0261776, 1.73811, 0.0258522, 0.0405919, 
16, 0.0171685, 1.48828, 0.0314138, 0.0296794, 
32, 0.0142441, 1.36067, 0.0242759, 0.0232475, 
64, 0.0295553, 1.3531, 0.0452963, 0.037523, 
1, 0.125802, 0.676244, 0.11504, 0.136822, 
2, 0.0870684, 2.13986, 0.0927442, 0.0821712, 
4, 0.0431756, 1.5632, 0.0361099, 0.0500543, 
8, 0.0264416, 1.6488, 0.0299522, 0.0401895, 
16, 0.0159293, 1.3968, 0.023707, 0.0298612, 
32, 0.0139984, 1.27913, 0.0285875, 0.0248845, 
64, 0.0284517, 1.29569, 0.0562183, 0.0529319, 
