1, 2.3651e-05, 0.000128943, 1.1198e-05, 2.1388e-05, 
2, 0.00011209, 0.00170747, 2.5752e-05, 6.3545e-05, 
4, 0.000220451, 0.00533609, 3.4181e-05, 0.00010269, 
8, 0.000436456, 0.0224145, 9.4103e-05, 0.000216648, 
16, 0.00096803, 0.089438, 0.000280752, 0.000457751, 
32, 0.00466837, 0.296961, 0.000366884, 0.00115125, 
64, 0.0297831, 1.37483, 0.036541, 0.0268283, 
1, 2.6916e-05, 0.000130913, 1.1142e-05, 2.1337e-05, 
2, 0.000137706, 0.000864016, 1.4923e-05, 4.735e-05, 
4, 0.000270094, 0.00623284, 3.9844e-05, 0.000106966, 
8, 0.000443487, 0.0243345, 9.6226e-05, 0.000216627, 
16, 0.00101099, 0.0901129, 0.000287934, 0.00042801, 
32, 0.00452411, 0.298287, 0.000372185, 0.00112392, 
64, 0.0360764, 1.32191, 0.050082, 0.0408687, 
1, 2.3359e-05, 0.000128631, 1.1203e-05, 2.6725e-05, 
2, 0.000165442, 0.00157465, 2.9962e-05, 6.8235e-05, 
4, 0.000265161, 0.00647932, 4.4218e-05, 0.000105783, 
8, 0.000462481, 0.0224692, 9.6002e-05, 0.000214703, 
16, 0.00122355, 0.0775381, 0.000367235, 0.000440374, 
32, 0.00449688, 0.301801, 0.000401946, 0.00127397, 
64, 0.0295986, 1.31637, 0.0493175, 0.036893, 
1, 2.4726e-05, 0.000129793, 1.1138e-05, 2.1416e-05, 
2, 7.9954e-05, 0.000754921, 1.5971e-05, 4.9448e-05, 
4, 0.000267799, 0.00698416, 4.7779e-05, 0.000106626, 
8, 0.000446619, 0.0221019, 0.00010246, 0.000225047, 
16, 0.000994747, 0.086391, 0.000294801, 0.000475679, 
32, 0.00498666, 0.295258, 0.000370681, 0.00129333, 
64, 0.0304451, 1.30379, 0.037668, 0.028132, 
1, 2.7254e-05, 0.000145727, 1.6911e-05, 2.4304e-05, 
2, 9.6751e-05, 0.000795536, 2.065e-05, 6.4207e-05, 
4, 0.000308638, 0.00657167, 3.9047e-05, 0.00010697, 
8, 0.000489157, 0.0256321, 9.2948e-05, 0.00023975, 
16, 0.0011561, 0.0857251, 0.000279756, 0.000460001, 
32, 0.00448921, 0.294108, 0.000347402, 0.00112613, 
64, 0.029466, 1.3315, 0.0505079, 0.0378485, 
1, 2.4761e-05, 0.000119308, 1.021e-05, 1.9717e-05, 
2, 0.000143837, 0.000730935, 1.4955e-05, 4.8138e-05, 
4, 0.000247538, 0.00645893, 4.3089e-05, 0.000108979, 
8, 0.000507277, 0.0256107, 9.8728e-05, 0.000216789, 
16, 0.00117665, 0.0849534, 0.000309328, 0.000464711, 
32, 0.00506597, 0.305589, 0.00041145, 0.00127711, 
64, 0.0293122, 1.35258, 0.0510985, 0.0549145, 
1, 2.7429e-05, 0.000143308, 2.0725e-05, 2.3466e-05, 
2, 0.000119838, 0.00173328, 3.0567e-05, 6.8303e-05, 
4, 0.000255224, 0.0056245, 3.4915e-05, 0.00010206, 
8, 0.000483418, 0.0245732, 9.0577e-05, 0.000243091, 
16, 0.00106637, 0.0851561, 0.000299875, 0.000471004, 
32, 0.00437528, 0.305199, 0.000362527, 0.00115474, 
64, 0.0439238, 1.29518, 0.039679, 0.025869, 
1, 2.822e-05, 0.000147917, 1.2982e-05, 2.429e-05, 
2, 0.000179815, 0.00165647, 2.9996e-05, 6.0817e-05, 
4, 0.000269131, 0.00650025, 3.9246e-05, 0.000108804, 
8, 0.000413639, 0.026092, 9.0304e-05, 0.000218418, 
16, 0.000976319, 0.0837393, 0.000286464, 0.000474324, 
32, 0.00443794, 0.303604, 0.000396295, 0.0011761, 
64, 0.0298117, 1.30583, 0.0402902, 0.0286558, 
1, 2.28e-05, 0.000128382, 1.116e-05, 2.1365e-05, 
2, 0.00015265, 0.00152841, 2.6989e-05, 6.4757e-05, 
4, 0.000251107, 0.0065073, 3.8165e-05, 0.000104475, 
8, 0.000460177, 0.0225053, 9.1818e-05, 0.000223149, 
16, 0.000939301, 0.0847121, 0.000311064, 0.000446194, 
32, 0.0047442, 0.301711, 0.000464342, 0.00113369, 
64, 0.0321109, 1.37173, 0.0466679, 0.032901, 
1, 3.5311e-05, 0.000128959, 1.1147e-05, 2.153e-05, 
2, 0.000128765, 0.000752131, 1.4886e-05, 4.7739e-05, 
4, 0.00027643, 0.00637673, 4.2042e-05, 0.000106392, 
8, 0.000455052, 0.0251265, 0.000100705, 0.000237011, 
16, 0.00133459, 0.0847778, 0.000326172, 0.000457558, 
32, 0.00469203, 0.308359, 0.000391859, 0.00120216, 
64, 0.0305453, 1.31956, 0.0356111, 0.0269842, 
1, 2.5401e-05, 0.000141217, 1.9059e-05, 2.3476e-05, 
2, 0.000162112, 0.00153341, 2.6686e-05, 6.0187e-05, 
4, 0.000262754, 0.00559646, 3.511e-05, 0.000103844, 
8, 0.000457914, 0.024752, 8.7819e-05, 0.000222174, 
16, 0.000910954, 0.0835351, 0.000270476, 0.000478691, 
32, 0.00452126, 0.29827, 0.000369297, 0.00114699, 
64, 0.0297088, 1.28204, 0.0506157, 0.0438513, 
